0.000	2.217
0.033	2.136
0.067	2.081
0.100	2.013
0.133	1.919
0.167	1.830
0.200	1.719
0.233	1.570
0.267	1.426
0.300	1.264
0.333	1.102
0.367	0.936
0.400	0.779
0.433	0.570
0.467	0.379
0.500	0.209
0.533	2.553E-2
0.567	-3.404E-2
0.600	3.830E-2
0.633	9.787E-2
0.667	0.128
0.700	0.157
0.733	0.183
0.767	0.200
0.800	0.213
0.833	0.213
0.867	0.200
0.900	0.149
0.933	0.111
0.967	5.106E-2
1.000	-2.553E-2
